id,region,municipio,age_group,gender,income
747,Norte,3,18-29,F,16505.71
748,Sur,17,18-29,F,16407.87
749,Sur,17,50+,F,15522.75
750,Sur,16,18-29,M,12716.43
751,Norte,6,18-29,M,19915.4
752,Sur,15,18-29,F,14017.84
753,Sur,12,30-49,F,16831.67
754,Norte,8,30-49,F,26415.03
755,Norte,1,30-49,M,29849.71
756,Sur,16,18-29,M,18146.56
757,Sur,10,18-29,M,13128.81
758,Sur,15,30-49,F,26692.03
759,Sur,16,50+,F,18697.1
760,Sur,12,18-29,M,16286.33
761,Norte,4,30-49,M,31492.55
762,Norte,6,18-29,F,21843.59
763,Norte,4,30-49,M,24327.07
764,Sur,18,30-49,F,18130.25
765,Norte,7,50+,F,26148.91
766,Sur,15,30-49,F,29576.86
767,Sur,19,18-29,F,20298.12
768,Sur,20,30-49,F,25753.84
769,Norte,1,18-29,F,26185.85
770,Sur,11,18-29,F,21659.22
771,Norte,4,30-49,M,26143.19
772,Sur,16,30-49,M,26158.23
773,Norte,7,18-29,M,19482.52
774,Norte,4,18-29,F,15539.53
775,Sur,13,18-29,F,15824.3
776,Norte,5,30-49,M,26055.26
777,Norte,6,50+,F,24185.75
778,Sur,20,18-29,M,12518.32
779,Sur,15,30-49,F,30593.73
780,Sur,12,30-49,F,20797.66
781,Sur,9,50+,M,20424.04
782,Sur,16,30-49,F,27698.78
783,Norte,4,30-49,M,27333.72
784,Norte,4,18-29,F,16351.26
785,Norte,2,18-29,F,20363.51
786,Sur,9,30-49,F,14448.27
787,Sur,19,18-29,M,13877.77
788,Sur,9,30-49,M,25944.35
789,Sur,13,30-49,M,21397.89
790,Sur,9,30-49,M,24122.5
791,Norte,6,30-49,M,26273.4
792,Sur,18,18-29,M,19708.02
793,Sur,16,50+,F,16607.57
794,Sur,18,30-49,F,17167.04
795,Norte,3,50+,F,21417.4
796,Sur,13,30-49,F,18940.73
797,Sur,12,18-29,F,12612.21
798,Sur,11,18-29,F,14146.87
799,Sur,17,18-29,M,21256.03
800,Sur,10,30-49,M,20126.94
801,Sur,16,30-49,M,24296.27
802,Norte,3,50+,F,25594.62
803,Sur,14,50+,F,24294.17
804,Sur,20,30-49,M,27574.88
805,Sur,10,50+,M,20726.2
806,Sur,12,30-49,F,17440.47
807,Sur,12,18-29,F,10776.11
808,Sur,10,30-49,F,22219.46
809,Sur,12,30-49,M,22319.41
810,Norte,3,30-49,F,28026.52
811,Sur,10,30-49,F,19473.44
812,Sur,10,50+,F,18924.85
813,Norte,2,18-29,F,18965.4
814,Sur,13,30-49,F,27623.38
815,Sur,13,18-29,M,13741.5
816,Sur,16,30-49,M,24584.38
817,Sur,10,50+,M,23796.38
818,Norte,8,30-49,F,24012.52
819,Norte,6,30-49,M,27399.55
820,Norte,3,30-49,F,26366.54
821,Sur,20,30-49,F,22995.24
822,Norte,3,50+,M,26125.09
823,Norte,8,50+,M,27803.65
824,Norte,5,18-29,F,20115.69
825,Sur,12,30-49,M,19896.15
826,Sur,13,18-29,F,19528.23
827,Norte,7,30-49,F,31993.92
828,Norte,6,30-49,M,30636.36
829,Sur,12,18-29,M,14410.31
830,Sur,18,50+,F,25878.26
831,Norte,2,30-49,M,37647.17
832,Sur,16,18-29,F,14078.61
833,Norte,2,30-49,F,28601.49
834,Norte,4,18-29,M,22140.17
835,Sur,17,50+,M,25189.74
836,Sur,10,30-49,F,23068.85
837,Sur,19,50+,M,25275.71
838,Norte,2,30-49,M,29778.74
839,Sur,10,50+,F,19645.98
840,Sur,18,30-49,M,19886.4
841,Norte,1,30-49,F,32918.58
842,Sur,9,50+,F,17567.14
843,Norte,5,50+,F,23437.01
844,Sur,16,30-49,F,28168.34
845,Norte,6,18-29,F,23899.55
846,Sur,19,30-49,M,14700.19
847,Norte,3,50+,M,31499.78
848,Sur,20,50+,F,27493.07
849,Sur,9,50+,F,14928.73
850,Sur,10,50+,F,17409.84
851,Norte,3,30-49,M,23872.1
852,Sur,12,50+,F,21008.89
853,Norte,4,30-49,M,22835.83
854,Sur,15,50+,F,24257.58
855,Norte,2,50+,F,26406.22
856,Norte,4,30-49,M,27213.79
857,Norte,7,30-49,F,26931.17
858,Sur,17,30-49,M,27227.4
859,Sur,17,50+,F,19136.51
860,Norte,5,50+,F,22476.6
861,Sur,16,18-29,F,11975.77
862,Sur,16,30-49,M,23659.29
863,Sur,10,50+,F,23713.23
864,Sur,9,30-49,M,21470.93
865,Sur,15,30-49,M,22979.81
866,Sur,18,30-49,M,26362.66
867,Norte,8,18-29,F,19476.5
868,Norte,3,18-29,M,17264.81
869,Sur,20,18-29,M,12296.61
870,Sur,14,18-29,M,18969.3
871,Norte,5,50+,F,30099.94
872,Norte,4,18-29,F,15480.52
873,Sur,18,50+,F,18952.38
874,Sur,20,50+,M,21912.4
875,Norte,5,30-49,M,32511.57
876,Norte,2,30-49,F,27759.67
877,Sur,13,18-29,F,21063.04
878,Sur,19,30-49,M,25056.25
879,Norte,7,30-49,M,29490.25
880,Norte,8,50+,M,23979.34
881,Norte,7,30-49,F,23957.17
882,Sur,20,50+,F,19086.56
883,Norte,1,18-29,F,11518.79
884,Norte,2,18-29,M,16772.69
885,Sur,11,18-29,F,15781.9
886,Norte,1,18-29,F,25748.86
887,Sur,16,30-49,M,20765.9
888,Norte,1,30-49,M,27270.39
889,Norte,8,50+,M,34901.74
890,Norte,8,18-29,M,22954.83
891,Sur,17,50+,M,17876.58
892,Sur,18,30-49,M,27030.53
893,Sur,18,50+,F,23584.51
894,Norte,7,50+,M,21023.41
895,Sur,15,30-49,F,22806.28
896,Norte,1,50+,M,25032.03
897,Norte,7,18-29,M,18665.55
898,Sur,13,18-29,M,16092.18
899,Norte,5,50+,M,25748.04
900,Norte,1,30-49,M,28265.0
901,Norte,7,30-49,F,22464.84
902,Norte,8,30-49,F,27855.19
903,Norte,5,50+,M,24084.67
904,Sur,9,30-49,M,24872.3
905,Sur,18,30-49,F,17400.79
906,Sur,13,30-49,M,25888.95
907,Sur,15,30-49,M,28393.75
908,Norte,3,30-49,F,27616.36
909,Norte,2,30-49,M,24815.05
910,Norte,6,50+,F,19592.69
911,Sur,9,30-49,F,23929.27
912,Norte,3,30-49,M,27552.08
913,Sur,19,18-29,M,14102.49
914,Sur,18,30-49,F,28341.36
915,Sur,11,50+,F,20885.42
916,Sur,16,30-49,F,29470.6
917,Norte,5,30-49,M,35865.54
918,Sur,11,30-49,F,19368.2
919,Sur,11,30-49,F,14895.31
920,Norte,4,30-49,F,19664.86
921,Sur,11,30-49,F,26997.18
922,Sur,11,50+,M,17693.15
923,Sur,19,30-49,M,18059.01
924,Sur,11,30-49,F,29168.29
925,Sur,10,50+,F,23580.29
926,Norte,4,18-29,F,17474.98
927,Norte,3,30-49,F,26684.52
928,Sur,17,50+,F,20007.6
929,Sur,12,50+,M,28015.93
930,Norte,5,30-49,M,30131.06
931,Norte,3,18-29,F,15928.17
932,Sur,14,30-49,M,22511.09
933,Sur,18,30-49,M,18450.23
934,Sur,18,50+,F,22194.69
935,Norte,5,18-29,F,20209.65
936,Norte,7,18-29,M,25048.03
937,Norte,5,30-49,F,29393.61
938,Sur,9,18-29,M,15153.67
939,Norte,6,50+,F,26336.24
940,Sur,16,18-29,M,4975.37
941,Norte,8,18-29,M,13682.98
942,Sur,12,30-49,M,22809.47
943,Sur,19,30-49,M,25942.6
944,Sur,14,30-49,M,24303.72
945,Norte,1,18-29,F,25721.9
946,Norte,7,18-29,F,25068.73
947,Norte,1,30-49,M,28711.36
948,Sur,14,50+,M,22442.71
949,Sur,15,18-29,F,19662.72
950,Sur,9,30-49,F,22964.56
951,Sur,19,30-49,M,26054.17
952,Sur,12,30-49,M,23865.98
953,Norte,8,30-49,F,23999.98
954,Sur,15,30-49,M,23058.62
955,Sur,12,18-29,M,11126.41
956,Norte,8,18-29,F,19884.92
957,Sur,9,18-29,F,12169.21
958,Norte,6,50+,F,21295.41
959,Norte,8,50+,M,31163.33
960,Sur,11,30-49,M,22588.15
961,Norte,5,30-49,F,25570.89
962,Sur,11,50+,M,21349.28
963,Norte,6,18-29,M,17354.66
964,Norte,8,50+,M,26846.26
965,Norte,7,50+,F,24528.79
966,Norte,7,18-29,F,23372.49
967,Sur,11,50+,M,16493.93
968,Norte,8,30-49,M,28831.03
969,Sur,19,30-49,M,24273.06
970,Sur,17,30-49,M,20153.27
971,Sur,12,50+,M,17711.78
972,Sur,16,30-49,M,29462.95
973,Sur,18,30-49,F,20540.05
974,Norte,3,18-29,F,17946.69
975,Norte,6,30-49,F,23406.04
976,Norte,2,18-29,F,15938.76
977,Sur,9,50+,F,17264.05
978,Norte,3,30-49,F,28679.03
979,Sur,17,30-49,F,23501.66
980,Sur,10,30-49,M,18286.12
981,Norte,5,30-49,F,25656.48
982,Sur,11,50+,M,18081.75
983,Norte,1,18-29,M,19243.54
984,Norte,6,50+,M,26536.35
985,Sur,18,50+,F,21280.02
986,Sur,19,30-49,F,19535.95
987,Sur,15,18-29,F,19120.75
988,Sur,18,30-49,M,25588.01
989,Norte,6,30-49,F,24605.5
990,Sur,13,18-29,M,4190.27
991,Sur,19,18-29,M,11957.09
992,Sur,9,50+,M,17292.5
993,Norte,1,18-29,M,16815.07
994,Sur,15,30-49,M,16562.02
995,Norte,7,30-49,M,24779.94
996,Norte,1,50+,F,21908.85
997,Sur,17,18-29,F,29827.07
998,Norte,3,18-29,F,24673.63
999,Sur,13,50+,F,25380.12
1000,Sur,9,18-29,F,15495.65
1001,Norte,7,30-49,M,31739.01
1002,Sur,15,30-49,F,14886.16
1003,Sur,17,18-29,M,13869.66
1004,Sur,17,30-49,F,16978.26
1005,Sur,9,18-29,M,12285.1
1006,Sur,19,30-49,M,26260.03
1007,Sur,13,50+,M,19547.16
1008,Sur,12,18-29,F,12933.01
1009,Norte,4,30-49,M,23720.73
1010,Sur,14,18-29,M,12414.13
1011,Norte,6,50+,F,22242.32
1012,Sur,17,50+,F,20042.6
1013,Sur,20,50+,M,29838.44
1014,Norte,3,30-49,M,24329.77
1015,Sur,17,18-29,F,11349.14
1016,Sur,18,50+,F,22626.83
1017,Norte,3,50+,F,24639.11
1018,Sur,11,30-49,F,24862.56
1019,Sur,18,30-49,M,23910.52
1020,Norte,6,50+,F,21842.87
1021,Sur,18,50+,M,22231.72
1022,Norte,2,18-29,F,11584.21
1023,Sur,15,30-49,F,27696.56
1024,Sur,14,30-49,F,27917.64
1025,Sur,16,18-29,F,14410.44
1026,Sur,14,50+,M,20461.54
1027,Sur,11,50+,F,20571.2
1028,Sur,10,30-49,F,24268.26
1029,Norte,7,50+,F,28796.92
1030,Sur,11,30-49,F,24107.54
1031,Norte,6,30-49,F,26188.02
1032,Sur,10,18-29,F,12339.34
1033,Norte,4,30-49,F,26961.96
1034,Norte,6,30-49,M,30030.45
1035,Norte,5,18-29,F,20455.59
1036,Sur,11,50+,M,16721.75
1037,Norte,1,18-29,F,15806.33
1038,Sur,9,18-29,F,16214.96
1039,Norte,2,30-49,F,28030.35
1040,Norte,8,30-49,M,23094.21
1041,Sur,15,30-49,M,20760.37
1042,Sur,15,30-49,F,22426.58
1043,Norte,2,50+,F,26501.2
1044,Sur,11,30-49,F,21941.25
1045,Sur,20,50+,F,24869.6
1046,Sur,9,30-49,M,22872.78
1047,Norte,7,50+,M,24083.24
1048,Norte,3,30-49,M,26367.54
1049,Sur,14,50+,M,23937.06
1050,Norte,1,18-29,M,13078.06
1051,Sur,13,50+,M,16688.21
1052,Sur,10,50+,F,27379.52
1053,Sur,14,30-49,M,28398.53
1054,Sur,11,18-29,F,17513.87
1055,Sur,10,30-49,F,25177.2
1056,Norte,3,30-49,F,22889.41
1057,Sur,18,50+,F,23678.99
1058,Sur,10,18-29,F,13188.89
1059,Sur,11,18-29,F,15226.29
1060,Sur,13,30-49,F,18939.28
1061,Sur,16,18-29,F,11393.03
1062,Sur,17,30-49,F,20328.23
1063,Sur,19,30-49,M,25349.21
1064,Sur,13,50+,F,32253.23
1065,Sur,20,30-49,F,27872.27
1066,Sur,14,50+,F,17935.9
1067,Norte,2,30-49,M,32405.64
1068,Norte,2,30-49,M,25205.04
1069,Norte,1,30-49,F,24670.89
1070,Norte,1,50+,F,15280.7
1071,Norte,8,50+,F,25835.11
1072,Norte,6,50+,M,20019.54
1073,Norte,7,30-49,M,31234.51
1074,Norte,2,18-29,M,22618.33
1075,Sur,10,18-29,F,12193.12
1076,Sur,19,30-49,F,26427.92
1077,Norte,1,30-49,M,31452.25
1078,Sur,19,30-49,M,21833.67
1079,Norte,3,50+,F,20280.12
1080,Sur,15,30-49,F,32636.07
1081,Sur,18,50+,F,18360.81
1082,Norte,1,30-49,F,27281.39
1083,Sur,13,30-49,M,23435.77
1084,Sur,15,30-49,M,25705.48
1085,Sur,9,18-29,F,16544.79
1086,Sur,11,30-49,M,23178.82
1087,Sur,11,30-49,F,22887.92
1088,Norte,2,30-49,F,27384.16
1089,Sur,12,18-29,M,14376.11
1090,Norte,1,30-49,F,29136.23
1091,Sur,13,30-49,F,17929.5
1092,Sur,17,30-49,F,32398.92
1093,Sur,17,30-49,F,20599.69
1094,Sur,19,30-49,F,26956.94
1095,Norte,6,30-49,F,33700.97
1096,Norte,7,50+,F,23341.98
1097,Norte,2,18-29,M,15741.33
1098,Norte,5,50+,M,23139.0
1099,Sur,13,18-29,F,8076.58
1100,Norte,8,50+,M,32454.24
1101,Norte,8,50+,M,24640.62
1102,Sur,9,30-49,F,23409.24
1103,Sur,9,18-29,M,22752.17
1104,Sur,16,18-29,F,17186.78
1105,Sur,13,18-29,M,17517.25
1106,Norte,7,18-29,F,19607.31
1107,Norte,4,30-49,F,32234.52
1108,Sur,12,18-29,F,15722.38
1109,Sur,18,18-29,M,15735.73
1110,Norte,4,50+,M,20377.78
1111,Sur,19,18-29,M,14553.87
1112,Norte,8,30-49,M,32504.92
1113,Norte,7,18-29,F,20463.11
1114,Sur,19,18-29,F,15985.06
1115,Sur,11,30-49,M,24835.75
1116,Sur,17,50+,F,24364.32
1117,Norte,7,30-49,F,20507.35
1118,Sur,20,18-29,F,11116.13
1119,Norte,6,30-49,M,28966.75
1120,Norte,6,30-49,M,33234.7
1121,Sur,9,30-49,F,23060.05
1122,Sur,10,18-29,M,10335.13
1123,Sur,13,30-49,F,18893.21
1124,Sur,10,50+,F,17769.14
1125,Sur,20,50+,F,25033.45
1126,Sur,10,30-49,F,17660.16
1127,Norte,6,30-49,F,27402.97
1128,Sur,14,18-29,M,16905.29
1129,Norte,2,50+,F,27659.8
1130,Norte,1,18-29,F,18608.46
1131,Sur,14,18-29,F,14605.82
1132,Sur,10,18-29,F,17878.04
1133,Norte,1,30-49,M,27867.2
1134,Norte,4,30-49,F,34830.2
1135,Sur,14,50+,F,18445.99
1136,Norte,5,18-29,F,15903.29
1137,Sur,19,18-29,M,17867.01
1138,Sur,19,18-29,M,13299.7
1139,Sur,16,50+,M,19635.6
1140,Sur,13,30-49,F,22329.18
1141,Sur,16,18-29,M,16601.22
1142,Norte,2,30-49,F,33766.57
1143,Sur,14,50+,F,24339.03
1144,Sur,14,18-29,F,17094.07
1145,Norte,6,18-29,F,27682.42
1146,Sur,15,50+,F,17441.62
1147,Sur,18,30-49,F,22916.88
1148,Sur,10,30-49,F,21259.7
1149,Sur,13,18-29,M,9211.19
1150,Sur,15,30-49,M,22288.87
1151,Sur,11,18-29,F,9650.71
1152,Sur,13,30-49,M,17180.98
1153,Sur,14,18-29,M,17018.57
1154,Sur,18,30-49,F,24896.47
1155,Sur,20,30-49,F,23722.35
1156,Sur,11,18-29,F,10539.25
1157,Norte,7,18-29,F,20838.84
1158,Sur,16,50+,M,23517.79
1159,Sur,15,30-49,M,21207.57
1160,Norte,8,18-29,F,20393.61
1161,Sur,18,30-49,M,19232.38
1162,Norte,3,30-49,M,34788.81
1163,Norte,1,18-29,M,16686.88
1164,Sur,13,18-29,F,10005.68
1165,Norte,5,18-29,F,23873.59
1166,Sur,11,30-49,F,25657.34
1167,Sur,17,18-29,M,17089.56
1168,Sur,12,30-49,F,25035.94
1169,Norte,4,30-49,F,25729.52
1170,Norte,4,18-29,F,19546.84
1171,Sur,19,30-49,M,25076.1
1172,Sur,10,50+,F,28590.8
1173,Sur,13,18-29,M,10130.15
1174,Norte,1,30-49,M,25255.45
1175,Sur,9,18-29,M,17295.33
1176,Sur,15,50+,M,16483.34
1177,Sur,12,30-49,F,21563.1
1178,Norte,6,50+,M,22240.71
1179,Sur,12,30-49,M,22901.79
1180,Sur,15,18-29,F,17220.89
1181,Sur,17,30-49,M,21349.77
1182,Norte,5,50+,M,35762.82
1183,Sur,17,50+,F,16709.38
1184,Sur,12,50+,F,22394.28
1185,Norte,4,30-49,M,31545.58
1186,Sur,11,30-49,M,24515.08
1187,Sur,20,30-49,F,24001.27
1188,Norte,3,18-29,M,23479.75
1189,Norte,5,30-49,M,30140.8
1190,Sur,12,18-29,M,13935.56
1191,Norte,7,30-49,M,33123.13
1192,Sur,20,30-49,F,18860.17
1193,Norte,8,30-49,M,20816.97
1194,Sur,9,18-29,M,15427.74
1195,Norte,4,18-29,F,15827.58
1196,Sur,13,50+,F,23862.95
1197,Sur,14,50+,M,23301.82
1198,Sur,10,18-29,F,14570.68
1199,Sur,9,18-29,F,12287.12
1200,Norte,5,30-49,F,24964.81
1201,Sur,19,30-49,M,27245.37
1202,Norte,7,50+,F,23671.31
1203,Norte,7,50+,M,31430.02
1204,Norte,1,18-29,F,20791.13
1205,Sur,20,30-49,F,22657.89
1206,Sur,9,18-29,M,9009.56
1207,Sur,11,18-29,F,11720.32
1208,Sur,14,18-29,F,16406.66
1209,Norte,2,50+,M,17422.58
1210,Sur,14,50+,F,22387.59
1211,Sur,20,18-29,F,15066.92
1212,Sur,15,18-29,F,21783.0
1213,Norte,2,30-49,F,21398.55
1214,Sur,16,18-29,F,10932.13
1215,Sur,11,30-49,M,27935.49
1216,Norte,2,18-29,M,21813.87
1217,Norte,5,30-49,F,29843.25
1218,Sur,13,30-49,F,23347.37
1219,Sur,17,18-29,M,11882.75
1220,Norte,2,50+,F,32161.69
1221,Sur,17,50+,M,22498.54
1222,Norte,4,18-29,M,14297.86
1223,Sur,11,30-49,F,25349.89
1224,Sur,12,30-49,F,21159.38
1225,Sur,13,50+,M,24039.81
1226,Sur,15,18-29,F,20098.07
1227,Norte,8,18-29,M,22716.0
1228,Norte,5,30-49,M,31365.46
1229,Sur,15,30-49,M,21917.59
1230,Sur,10,18-29,F,18745.08
1231,Sur,16,30-49,F,25510.35
1232,Norte,2,50+,M,20780.27
1233,Norte,7,50+,M,37129.72
1234,Norte,5,50+,M,27108.8
1235,Sur,14,18-29,M,8616.47
1236,Norte,4,50+,F,28561.52
1237,Sur,11,30-49,M,35439.61
1238,Sur,19,50+,F,13241.6
1239,Sur,14,50+,M,24136.71
1240,Norte,4,50+,F,21903.97
1241,Sur,12,18-29,M,18152.85
1242,Sur,20,18-29,F,18846.89
1243,Sur,14,50+,M,25875.99
1244,Sur,19,18-29,F,4347.23
1245,Sur,11,18-29,F,19730.56
1246,Sur,20,50+,F,27542.34
1247,Norte,2,30-49,M,29889.76
1248,Norte,6,18-29,F,21213.35
1249,Sur,18,18-29,M,9741.16
1250,Sur,9,30-49,M,20262.73
1251,Sur,19,50+,F,21916.24
1252,Sur,16,18-29,F,12216.47
1253,Norte,2,30-49,F,26115.07
1254,Norte,7,18-29,M,24046.8
1255,Sur,17,30-49,F,15935.55
1256,Sur,19,18-29,F,20365.91
1257,Norte,4,30-49,F,30674.61
1258,Sur,20,30-49,F,27689.87
1259,Norte,5,30-49,M,29641.53
1260,Sur,17,50+,F,21139.02
1261,Norte,1,30-49,M,28171.69
1262,Sur,9,50+,F,16465.54
1263,Norte,1,18-29,M,21267.04
1264,Sur,13,30-49,F,29950.13
1265,Norte,6,18-29,M,28474.38
1266,Norte,5,18-29,M,25671.49
1267,Norte,8,30-49,F,28542.52
1268,Sur,12,18-29,M,10506.39
1269,Sur,15,18-29,M,13105.87
1270,Norte,7,18-29,M,22147.49
1271,Sur,20,50+,M,24616.96
1272,Sur,18,50+,M,19605.94
1273,Sur,14,18-29,M,20081.33
1274,Norte,1,18-29,F,21909.75
1275,Sur,9,50+,F,22018.26
1276,Norte,8,18-29,F,17883.16
1277,Norte,1,30-49,F,36420.52
1278,Sur,16,30-49,F,22942.1
1279,Norte,5,50+,M,24066.98
1280,Sur,14,50+,F,18919.56
1281,Sur,17,18-29,M,14515.2
1282,Sur,17,50+,M,23549.83
1283,Sur,12,50+,M,21760.69
1284,Norte,2,50+,F,30077.16
1285,Norte,7,18-29,M,20090.33
1286,Sur,14,50+,F,20359.97
1287,Norte,5,18-29,M,21992.72
1288,Norte,5,50+,M,31343.74
1289,Norte,3,50+,F,19194.83
1290,Norte,1,50+,F,30819.81
1291,Norte,1,50+,F,32651.71
1292,Norte,1,30-49,F,28171.47
1293,Sur,10,30-49,F,19532.99
1294,Sur,9,30-49,F,13518.92
1295,Sur,13,50+,M,22924.01
1296,Norte,6,18-29,F,19043.65
1297,Norte,4,18-29,F,24100.94
1298,Norte,8,30-49,M,25103.75
1299,Sur,12,50+,F,24876.49
1300,Sur,19,30-49,M,25282.64
1301,Norte,2,30-49,F,13291.29
1302,Sur,10,50+,M,20384.9
1303,Norte,8,30-49,M,32614.74
1304,Sur,14,18-29,F,12007.54
1305,Sur,17,30-49,M,18899.99
1306,Sur,19,18-29,F,15040.79
1307,Sur,20,30-49,F,30305.25
1308,Sur,17,50+,M,18981.6
1309,Norte,8,50+,M,18162.53
1310,Sur,18,50+,M,25297.63
1311,Norte,1,18-29,F,20426.33
1312,Sur,12,30-49,F,20745.76
1313,Sur,11,50+,M,19224.3
1314,Sur,9,30-49,F,22883.2
1315,Sur,14,50+,F,14907.59
1316,Sur,14,30-49,M,18851.35
1317,Sur,10,50+,F,17912.39
1318,Sur,19,18-29,F,12329.03
1319,Norte,6,50+,F,32228.64
1320,Norte,7,50+,M,23773.09
1321,Norte,1,30-49,M,30997.04
1322,Norte,2,50+,F,25198.43
1323,Sur,10,50+,F,17325.24
1324,Norte,8,50+,M,24018.98
1325,Sur,11,50+,F,21576.01
1326,Norte,2,30-49,F,32682.24
1327,Norte,2,50+,F,23530.18
1328,Sur,20,50+,M,15298.89
1329,Sur,11,18-29,M,16399.21
1330,Sur,12,30-49,F,22097.59
1331,Sur,13,18-29,F,14660.01
1332,Sur,16,50+,M,26148.53
1333,Norte,6,50+,M,30169.1
1334,Sur,9,18-29,F,18990.19
1335,Sur,20,50+,F,19138.6
1336,Sur,14,50+,M,22973.25
1337,Norte,5,50+,F,30735.03
1338,Sur,10,50+,M,25363.88
1339,Norte,6,30-49,M,31388.11
1340,Norte,6,50+,M,23665.22
1341,Norte,8,18-29,M,28068.68
1342,Sur,19,30-49,M,28216.03
1343,Sur,20,30-49,F,15064.13
1344,Sur,9,18-29,M,12943.99
1345,Sur,12,30-49,F,19936.47
1346,Sur,18,30-49,F,19629.08
1347,Norte,7,30-49,M,29924.6
1348,Norte,3,50+,M,31172.95
1349,Sur,16,30-49,F,19876.19
1350,Norte,4,50+,F,25929.94
1351,Sur,20,18-29,F,18781.76
1352,Sur,18,30-49,M,25477.82
1353,Sur,15,30-49,F,17241.54
1354,Sur,11,18-29,F,18395.54
1355,Sur,18,18-29,F,14577.75
1356,Sur,15,30-49,F,21583.38
1357,Sur,10,18-29,F,14026.93
1358,Sur,13,18-29,M,11244.17
1359,Norte,5,30-49,M,37171.76
1360,Sur,12,18-29,F,19088.99
1361,Sur,12,18-29,M,13658.69
1362,Norte,6,30-49,F,22031.64
1363,Sur,14,30-49,F,29903.34
1364,Sur,10,18-29,M,20901.34
1365,Sur,11,30-49,M,25763.64
1366,Norte,5,30-49,F,28543.35
1367,Sur,18,30-49,F,23477.42
1368,Sur,15,18-29,M,16968.56
1369,Norte,6,30-49,F,30532.26
1370,Norte,3,18-29,M,28009.97
1371,Sur,18,18-29,F,13413.42
1372,Norte,5,30-49,M,31063.08
1373,Sur,13,30-49,M,19672.79
1374,Sur,12,50+,F,14377.12
1375,Norte,8,50+,F,22754.93
1376,Sur,17,18-29,F,6821.59
1377,Sur,16,50+,F,20542.81
1378,Sur,17,30-49,F,27447.67
1379,Norte,8,30-49,M,27814.58
1380,Sur,10,30-49,F,29609.45
1381,Norte,4,50+,M,24989.03
1382,Norte,3,18-29,M,21802.68
1383,Sur,18,30-49,M,19133.93
1384,Norte,2,18-29,M,15720.97
1385,Sur,9,30-49,M,28101.04
1386,Norte,4,30-49,M,28255.3
1387,Sur,15,50+,M,23860.13
1388,Norte,5,18-29,F,18720.23
1389,Sur,13,50+,M,23068.66
1390,Sur,14,50+,M,17692.65
1391,Norte,2,50+,M,27883.39
1392,Norte,3,18-29,M,18921.74
1393,Norte,2,50+,F,25767.9
1394,Sur,19,30-49,M,25238.29
1395,Norte,7,18-29,M,18064.33
1396,Sur,15,50+,F,13766.65
1397,Sur,17,50+,F,30073.82
1398,Norte,1,30-49,F,18191.17
1399,Sur,11,18-29,M,15812.34
1400,Sur,20,18-29,M,12629.21
1401,Norte,6,30-49,F,29724.36
1402,Norte,1,50+,M,28058.01
1403,Norte,2,50+,F,18808.55
1404,Sur,16,50+,F,23278.67
1405,Sur,13,18-29,M,16949.39
1406,Sur,17,50+,F,17257.13
1407,Sur,11,50+,F,20220.67
1408,Sur,9,30-49,M,20754.87
1409,Sur,19,30-49,F,24751.43
1410,Sur,11,30-49,F,18949.72
1411,Norte,4,50+,F,25955.52
1412,Norte,7,30-49,M,32310.88
1413,Norte,6,50+,M,29019.78
1414,Norte,8,50+,F,30744.68
1415,Sur,9,30-49,M,22550.7
1416,Sur,9,50+,F,27909.77
1417,Norte,3,50+,F,24401.34
1418,Norte,1,30-49,M,25265.77
1419,Sur,14,30-49,F,25554.18
1420,Sur,13,30-49,M,21597.7
1421,Norte,4,18-29,F,14043.48
1422,Sur,16,50+,M,21267.47
1423,Norte,8,50+,F,29063.7
1424,Norte,8,30-49,F,22933.77
1425,Sur,12,50+,F,32579.76
1426,Sur,12,18-29,M,20131.16
1427,Norte,3,30-49,M,25158.07
1428,Sur,14,30-49,M,19368.56
1429,Sur,18,18-29,F,15538.22
1430,Sur,16,30-49,F,21819.14
1431,Sur,19,30-49,M,18766.53
1432,Sur,15,50+,M,21562.59
1433,Sur,13,50+,F,22029.44
1434,Sur,12,30-49,F,21602.42
1435,Norte,3,50+,F,23815.42
1436,Norte,3,18-29,F,26478.65
1437,Norte,8,50+,M,23498.96
1438,Sur,12,18-29,M,5508.08
1439,Norte,6,30-49,F,27827.88
1440,Sur,9,30-49,F,15986.61
1441,Sur,13,50+,F,18087.01
1442,Norte,2,50+,F,30587.17
1443,Sur,18,30-49,F,20123.11
1444,Sur,11,30-49,F,20863.62
1445,Sur,20,50+,F,15472.47
1446,Norte,4,30-49,F,25725.43
1447,Sur,13,50+,F,21133.84
1448,Sur,12,50+,M,15071.51
1449,Sur,20,18-29,F,9383.68
1450,Sur,11,50+,F,22621.92
1451,Sur,10,30-49,M,18777.64
1452,Sur,18,30-49,M,15845.13
1453,Sur,16,30-49,M,20978.94
1454,Sur,15,18-29,F,18359.94
1455,Norte,1,50+,M,29689.79
1456,Sur,9,30-49,F,19313.19
1457,Sur,9,18-29,M,14937.96
1458,Sur,18,50+,F,25002.44
1459,Norte,4,18-29,F,18238.49
1460,Sur,12,18-29,M,12893.23
1461,Norte,8,18-29,M,23171.87
1462,Sur,16,18-29,M,8593.25
1463,Norte,4,50+,F,24885.71
1464,Sur,14,30-49,F,22584.79
1465,Sur,13,30-49,M,26455.06
1466,Norte,2,30-49,M,27408.47
1467,Sur,14,30-49,F,19059.75
1468,Sur,13,50+,M,25688.98
